id,publishedAt,text
fb7295,2019-05-09 09:52:05,"Сравниваем последний кабриолет ЗИЛ и первый кабриолет Аурус

Читайте на сайте: https://drom.ru/s/Rnz"
fb7294,2019-05-09 11:01:25,"Появились фото прототипа рестайлингового внедорожника Lexus GX

Все фото: https://drom.ru/s/3DA"
fb7293,2019-05-10 04:07:04,"FIAT Chrysler провёл конкурс среди студентов-дизайнеров: фото лучших работ

Все работы: https://drom.ru/s/wVp"
fb7292,2019-05-10 05:10:14,"Стало известно, как будет называться серийный электрокар Honda с дизайном, как у «Айфонов»

Подробнее: https://drom.ru/s/bDm"
fb7291,2019-05-10 06:20:16,"Volkswagen начал приём заказов на электромобиль ID.3

Подробнее: https://drom.ru/s/U0G"
fb7290,2019-05-10 07:30:30,"Блог Рено Каптур. Что лучше: чип-тюнинг с «механикой» или «автоматом»? 

Читайте новый пост на сайте: https://drom.ru/s/LSH"
fb7289,2019-05-10 08:40:15,"Авторадиопутешествие на Горный Алтай из Кыштыма Челябинской области

Читайте новые заметки о путешествии: https://drom.ru/s/GBe"
fb7288,2019-05-11 08:33:15,"Microsoft научит автомобили BMW разговаривать

Подробнее: https://drom.ru/s/kON"
fb7287,2019-05-11 09:39:15,"Самые продаваемые дизельные кроссоверы России: опубликован список

Смотрите по ссылке: https://drom.ru/s/i8S"
fb7286,2019-05-11 11:22:03,"Исследование: насколько действительно экологичны электромобили?

Читать: https://drom.ru/s/DwR"
fb7285,2019-05-12 10:07:26,"Nissan President 1978 года: сток против не стока.

Читайте новый отзыв от автовладельца: https://drom.ru/s/0jC"
fb7284,2019-05-12 11:10:15,"Поездка в Финляндию на электромобиле Ниссан Лиф

Читайте новые заметки о путешествии: https://drom.ru/s/6aa"
fb7283,2019-05-13 05:51:56,"Анархист. Тестируем самодельную «Ламбо» родом из СССР

Читайте на сайте: https://drom.ru/s/eiU"
fb7282,2019-05-13 07:02:20,"Узаконить тюнинг можно будет через портал госуслуг

Подробнее: https://drom.ru/s/D5H"
fb7281,2019-05-13 08:02:03,"В Японии начались тесты нового «поезда-пули». Он разгоняется до 360 км/ч

Подробнее: https://drom.ru/s/SVJ"
fb7280,2019-05-13 09:11:45,"В Белоруссии разработали новый сверхтяжелый тягач (гражданский)

Подробнее: https://drom.ru/s/iOy"
fb7279,2019-05-13 10:10:15,"Geely Atlas 2018 года: европеец с китайским акцентом.

Читайте новый отзыв от автовладельца: https://drom.ru/s/E36"
fb7278,2019-05-13 13:27:34,"Суд признал «обочечника» виновным в ДТП со встречным автомобилем

Подробнее: https://drom.ru/s/6UE"
fb7277,2019-05-14 02:45:53,"Прокуратура займется проверкой частных комплексов фотофиксации

Подробнее: https://drom.ru/s/zZ9"
fb7276,2019-05-14 03:45:14,"Mazda объявила о разработке рядных 6-цилиндровых моторов. Марка стремится в премиум

Подробнее: https://drom.ru/s/7EY"
fb7275,2019-05-14 04:45:14,"Авторынок в апреле: продолжение «чехарды» (снова минус)

Подробнее: https://drom.ru/s/Kxp"
fb7274,2019-05-14 05:45:13,"#объявадня 
Mazda RX-7, 1995 год
1 200 000 ₽ 
⠀ 
Всю информацию можете найти на сайте — https://drom.ru/s/a5D"
fb7273,2019-05-14 06:45:15,"Citroen празднует 100-летие футуристическим электрокаром с ёмкой батареей

Подробнее о новинке: https://drom.ru/s/2bz"
fb7272,2019-05-14 08:02:32,"Volkswagen работает над новым кроссовером на базе хэтчбека Polo

Подробнее: https://drom.ru/s/TOj"
fb7271,2019-05-14 09:02:03,"Заправился некачественным топливом: как понять и что делать?

Читайте на сайте: https://drom.ru/s/SKJ"
fb7270,2019-05-15 03:05:34,"Данные с датчиков ЭРА-ГЛОНАСС предложили собирать и хранить

Подробнее: https://drom.ru/s/e1W"
fb7269,2019-05-15 04:14:03,"Toyota подала в правительство РФ заявку на подписание специнвестконтракта

Подробнее: https://drom.ru/s/cV9"
fb7268,2019-05-15 05:02:42,"Минфин разрабатывает законопроект по отмене двух коэффициентов ОСАГО

Подробнее: https://drom.ru/s/fuY"
fb7267,2019-05-15 06:03:46,"Таможня зафиксировала спад импорта и шквальный рост экспорта автомобилей

Подробнее: https://drom.ru/s/dDA"
fb7266,2019-05-15 07:03:25,"Какие виды наземных парковок существуют в Японии?

Смотрите новое видео на канале Drom Fun: https://drom.ru/s/Czg"
fb7265,2019-05-15 08:02:06,"#объявадня 
BMW 6-Series, 2003 год
1 500 000 ₽ 
⠀ 
Всю информацию можете найти на сайте — https://drom.ru/s/bdK"
fb7264,2019-05-15 09:02:50,"Дума в первом чтении одобрила увеличение срока для пьяных виновников ДТП до 15 лет

Подробнее: https://drom.ru/s/SME"
fb7263,2019-05-15 10:01:47,"«Спорт» за миллион: Vesta Sport против турбо-Рапида и Toyota GT86 (б/у)

Читайте на сайте: https://drom.ru/s/qNR"
fb7262,2019-05-16 03:09:51,"Ввоз правого руля опять подорожает за счёт кратного роста стоимости СБКТС

Подробнее: https://drom.ru/s/iSq"
fb7261,2019-05-16 04:29:12,"Первый Haval русской сборки: объявлены комплектации

Подробнее: https://drom.ru/s/OP0"
fb7260,2019-05-16 05:32:12,"В Литве задержали автовоз из России, который «под прикрытием» новых авто вез вредную контрабанду (ВИДЕО)

Смотреть: https://drom.ru/s/bDa"
fb7259,2019-05-16 06:30:40,"Новые украинские полицейские разбили больше половины патрульных Приусов

Подробнее: https://drom.ru/s/epl"
fb7258,2019-05-16 08:31:41,"На «АвтоВАЗе» зафиксировали масштабное хищение запчастей

Подробнее: https://drom.ru/s/vCM"
fb7257,2019-05-16 11:42:20,"Вся правда о каршеринге — новое видео на Дром Фан

Смотреть: https://drom.ru/s/E6Y"
fb7256,2019-05-16 12:44:21,"В гостях у «дяди Васи». Какой ремонт приносит больше денег?

Читайте на сайте: https://drom.ru/s/pDl"
fb7255,2019-05-17 03:17:53,"Интерьер Volkswagen Golf раскрыт: больше никаких рендеров

Фото с подробностями: https://drom.ru/s/An3"
fb7254,2019-05-17 04:34:02,"Готовящийся к запуску российский завод Haval «благословил» губернатор Тульской области

Подробнее: https://drom.ru/s/IMu"
fb7253,2019-05-17 05:19:52,"Слишком быстрый: Ford ограничил скорость 280-сильному универсалу Focus ST нового поколения

Подробнее: https://drom.ru/s/mDs"
fb7252,2019-05-17 07:04:30,"Toyota озвучила статистику продаж автомобилей с «механикой». Цифры удивляют

Смотрите сами: https://drom.ru/s/m2c"
fb7251,2019-05-17 07:54:43,"Suzuki Jimny двух поколений (1981–2018 гг.). Маленький, да удаленький?

Читайте на сайте: https://drom.ru/s/GoF"
fb7250,2019-05-17 09:03:04,"Один из крупнейших страховщиков ОСАГО лишился лицензии

Подробнее: https://drom.ru/s/EYl"
fb7249,2019-05-19 08:13:18,"В США полиция до сих пор использует Ford Mustang 1993 года

Подробнее: https://drom.ru/s/4kX"
fb7248,2019-05-19 09:02:34,"Родстер «Крым»: жив и получит новый дизайн

Подробнее: https://drom.ru/s/4uR"
fb7247,2019-05-19 10:01:22,"Россияне выбрали 23 автомобиля 2019 года

Подробнее: https://drom.ru/s/wzG"
fb7246,2019-05-19 12:29:47,"Новые Skoda Superb и Octavia Combi лишились камуфляжа

Больше фото: https://drom.ru/s/MQW"
fb7245,2019-05-20 11:49:44,"Крутой папаша среди кроссоверов. Первый тест-драйв Kia Telluride

Читайте на сайте: https://drom.ru/s/fZr"
fb7244,2019-05-22 10:43:13,"Новая Toyota Supra получила «правильный» тюнинг от TRD. Цена, правда, кусается

Все фото: https://drom.ru/s/ZzA"
fb7243,2019-05-22 11:30:26,"Топливный союз бьёт тревогу: оптовые цены на бензин стремительно растут

Подробнее: https://drom.ru/s/Ah8"
fb7242,2019-05-22 12:02:24,"КАМАЗ сертифицировал грузовик нового поколения — с кабиной от Актроса

Подробнее: https://drom.ru/s/B9Z"
fb7241,2019-05-22 12:30:27,"ГИБДД начнёт выявлять автомобили-двойники

Подробнее: https://drom.ru/s/1Qm"
fb7240,2019-05-23 04:01:16,"Land Cruiser Prado потерял лидерство на авторынке Дальнего Востока

Подробнее: https://drom.ru/s/KCE"
fb7239,2019-05-23 05:03:37,"Toyota возродила модель Granvia

Подробнее: https://drom.ru/s/WeI"
fb7238,2019-05-23 06:04:33,"В России начались продажи Zotye T600 с заводским ГБО

Подробнее: https://drom.ru/s/rbA"
fb7237,2019-05-24 03:40:14,"Mercedes-Benz SL 500 «Волкодав»: зверь в ретрошкуре

Больше фото и история этого авто: https://drom.ru/s/cVS"
fb7236,2019-05-24 05:09:23,"В Беларуси начались продажи конкурентов ГАЗели от МАЗа

Подробнее: https://drom.ru/s/GXw"
fb7235,2019-05-24 06:10:14,"Официально: автомобили Ravon будут собирать в России

Подробнее: https://drom.ru/s/Esn"
fb7234,2019-05-24 07:10:14,"Тахографы задействуют в предрейсовом контроле

Подробнее: https://drom.ru/s/PvJ"
fb7233,2019-05-24 08:10:15,"В России объявлен массовый отзыв Ford Explorer — очень опасный дефект подвески

Подробнее: https://drom.ru/s/Tc5"
fb7231,2019-05-25 08:45:39,"Как реклама Volvo выглядит в США и в Польше: сколько отличий вы найдете и как, думаете, эта реклама будет выглядеть в России?"
fb7232,2019-05-25 08:45:39,"Как реклама Volvo выглядит в США и в Польше: сколько отличий вы найдете и как, думаете, эта реклама будет выглядеть в России?"
fb7230,2019-05-25 09:15:11,Иногда гаишником быть не так уж и плохо...
fb7229,2019-05-25 09:46:11,"«Народный арт-перформанс» — житель Хабаровска в знак протеста против длительного отключения воды в его доме решил устроить заплыв в строительном котловане, который раскинулся посреди дороги."
fb7228,2019-05-25 10:15:16,"Ravon на «Дервейсе»: мы узнали модели!

Подробнее: https://drom.ru/s/pDO"
fb7227,2019-05-25 11:15:15,"ГИБДД научится автоматически выявлять «лишенцев» на дорогах

Подробнее: https://drom.ru/s/PYp"
fb7226,2019-05-25 12:00:15,"http://amp.gs/dl56 

#объявадня
Вы только посмотрите, какую машину мы нашли сегодня на «Дроме» в Краснодаре! Вопрос самым эрудированным: кто сможет назвать хотя бы марку этого пикапа? Не трудитесь вспоминать: это «Трофим 173100» производства завода «Гидропривод» из Тульской области. От обычной «Волги» его отличают не только полурамная конструкция и грузовой отсек, но и удлиненная на 40 см база и усиленные рессоры — можно брать на борт до 800 кг. Больше, чем у «ВИСов», меньше, чем у «Газелей».
И всего 200 тысяч! Берем?"
fb7225,2019-05-25 16:00:05,"А всё-таки, «Датсуны» 1960-х были немного веселее, чем «Датсуны» 2010-х…"
fb7224,2019-05-26 09:35:10,"Знаете, что такое Тройная корона автоспорта? Этой неофициальной награды удостоится человек, выигравший три легендарных гонки: Гран-При Монако, 24 часа Ле-Мана и 500 миль Индианаполиса. За всю историю автоспорта это смог сделать только один пилот — британец Грэхем Хилл. Из наших современников шанс есть только у Фернандо Алонсо — ему осталось выиграть Инди 500.

Это мы к чему: сегодня проходят и Гран-При Монако, и Инди 500. Кажется, впервые в истории две великие гонки состоятся в один день! За кого болеете?"
fb7223,2019-05-26 11:34:00,"Вдохновляющий пример помощи случайных свидетелей ДТП. В Чеховском районе Московской области мотоциклист врезался в легковушку и попал под её колеса. Инцидент произошёл 21 мая неподалёку от деревни Крюково, когда девушка, сидевшая за рулём автомобиля Kia, выехала со второстепенной дороги перед несущимся мотоциклом. Произошло столкновение, и 25-летний водитель мотоцикла попал под колёса автомобиля, продолжавшего двигаться. Свидетель происшествия, идущий с маленьким сыном на плечах, мгновенно сориентировался, опустил ребенка на землю, подбежал к машине и остановил её. Затем мужчина криками подозвал к себе прохожих, и через считаные секунды они совместными усилиями подняли машину и спасли мотоциклиста. Его отправили в больницу."
fb7222,2019-05-26 12:00:11,"#объявадня

Самая дорогая машина на «Дроме»! Мы готовы даже немного заплатить, чтобы увидеть человека, который купит этот «Геленваген» за… 61,5 млн рублей. К сожалению, даже за такие деньги продавцы не постарались снабдить нас информацией, но по фотографиям видно, что это не банальный G500, а невероятный G-class 4х4 на портальных мостах. Да еще и в уникальном пятидверном открытом кузове!
Нравится автомобиль? Автосалон готов продать машину в кредит! Всего по 650 тысяч в месяц на пять лет при первоначальном взносе в 30 лямов ?"
fb7221,2019-05-26 16:10:08,"Как сделать так, чтобы все соблюдали дистанцию."
fb223,2019-05-27 11:00:21,"#объявадня

https://drom.ru/s/E8Q

Чудесное транспортное средство продается в Увельском районе Челябинской области и на Drom. Зеленый броневик на шасси ГАЗ-67! Повторить выступление Ильича? Повторить подвиг Химайера? Участвовать в страйкбольных маневрах? Поразить жену до глубины души? Потратить миллион рублей самым оригинальным способом? Все это — реплика бронемашины БА-64б.
А вы посмотрите на этот шанцевый инструмент, заботливо выкрашенный в цвет кузова!"
fb222,2019-05-27 14:14:10,"«АвтоВАЗ» отзывает XRAY Cross из-за опасного дефекта рулевого управления. Завод уже разослал предписания своим дилерам. На автомобилях будут бесплатно менять промежуточный вал.

В предписании №23-19 от 24.05.19 г. «Об устранении несоответствия ЭУРУ» говорится: Срочно отозвать из эксплуатации автомобиль из списка и доставить его эвакуатором на территорию дилерского центра. При необходимости воспользоваться программой «Лада помощь на дороге». На автомобиле необходимо провести работы по замене вала промежуточного. Информация о доставке вала промежуточного и оформлению АГО будет сообщена дополнительно».

«Пожарная» риторика письма недвусмысленно указывает на серьёзные последствия дефекта — машина попросту может внезапно стать неуправляемой."
fb221,2019-05-27 16:01:01,"Чтобы выделиться на дороге, не обязательно покупать красный спорткар ?"
fb220,2019-05-27 18:01:16,"MG Metro 6R4 — это полный привод, среднемоторная компоновка и до 700 лошадиных сил! Если бы «Группу Б» не запретили в 1987-м, он бы и сегодня мог надрать зад немцам и итальянцам."
fb219,2019-05-28 07:57:34,"#объявадня

https://drom.ru/s/1i2

Mustang 1968 в идеальном состоянии подходит для ежедневной езды. Про машину можно не говорить — многие из нас мечтают о «Мустанге» ? В этом объявлении интереснее всего комментарии: «Предлагаю обмен Вашего авто на щебень фракции 0-20 в количестве 300 тысяч тонн». Обязательно почитайте — там еще много веселого ?"
fb218,2019-05-28 11:15:13,"Нам кажется, или в последнее время таксисты совсем страх потеряли?"
fb217,2019-05-28 14:09:09,"Пусть тот, кому кажется, что Tiguan будет плохо выглядеть с антикрылом, первый бросит в нас камень! Встреча GTI-фанов на Вёртер-Зе продолжает радовать нас сочными фотографиями.
«Тигуаны» на «Дроме»: https://drom.ru/s/u2h"
fb216,2019-05-29 07:31:33,"В сети появились фотографии Kia Xceed, кроссоверной версии семейства Ceed.

По фотографиям видно, что у кроссовера по сравнению с хэтчбеком другие передний бампер, капот, решётка радиатора, головная оптика и противотуманные фары, появились рейлинги на крыше, а вот зеркала, судя по всему, у кроссовера и хэтчбека идентичные.

Также видно, что у Xceed другая подоконная линия, разнятся и стойки крыши, задняя дверь, фонари, стёкла, присутствует накладка под бампером в форме псевдодиффузора, в которую вмонтированы патрубки выхлопной системы.

Технические характеристики Xceed пока держатся в секрете, но, скорее всего, гамма двигателей вряд ли будет отличаться от остальных модификаций Ceed."
fb215,2019-05-29 09:26:42,"Какой техники в армии ?? больше всего: танков, самолетов, катеров, БТР? Нет! Самая распространенная в войсках техника — автомобили. 
Кто служил водителем — шаг вперед!

Сегодня — День военного автомобилиста. Поздравляем всех причастных!"
fb214,2019-05-29 10:20:00,"#объявадня

https://drom.ru/s/lfp

Крутейший кастом на «Дроме»: ГАЗ-53 “Redneck” продается в Тюмени за полтора миллиона рублей. Это первый автомобильный проект мотомастерской Ferrum Art Customs: рама «Газели», кабина от грузовика, «тойотовский» V8. Говорят, едет великолепно. А уж как выглядит!"
fb213,2019-05-29 13:01:01,"А если нет разницы, то зачем платить больше? ?"
fb212,2019-05-29 15:10:00,"Что интересного произошло в автомобильном мире сегодня, 29 мая?
? Вслед за обычной 1-Series показали и BMW X1. Ноздри стали еще больше: https://drom.ru/s/ptQ
? Подъехали шпионские фотки новой «Октавии». Симпатично: https://drom.ru/s/i67
? Гаишники хотят изменить штрафы. Не подумайте, что речь про снижение: https://drom.ru/s/B0Q
? И еще одна интересная новость: сразу много компаний жалуются в ФСБ на суды Краснодара. Жара: https://drom.ru/s/cg0"
fb211,2019-05-30 06:30:24,"1 июля 2019 должен был вступить в действие ГОСТ 33670-2015, регламентирующий методы экспертизы и сертификационных испытаний так называемых единичных транспортных средств. То есть, тех, что ввозятся в Россию и другие страны Евразийского экономического союза (ЕАЭС) частным образом. Прежде всего это относится к автомобилям с правым расположением руля.

По нашей информации, полученной от источника в Минпромторге, срок введения новых правил сертификации «единичных» автомобилей переносится как минимум на год, в значительной степени из-за неготовности соответствующей инфраструктуры на Дальнем Востоке РФ.

Подробнее об изменениях — https://drom.ru/s/s1q"
fb210,2019-05-30 07:30:16,"Hyundai Tucson 2018 года: впечатления после года владения, чего не хватает в динамике и почему этот автомобиль не подойдёт крупным людям.

Читайте новый отзыв от автовладельца: https://drom.ru/s/sT7"
fb209,2019-05-30 08:21:08,"#объявадня

https://drom.ru/s/iyO

Продающийся в Геленджике Qingli — электрический квадрицикл (не путать с квадроциклом!). «Имеются два зеркала заднего вида и цифровой радиоприемник», — хвастается владелец. 
Позволим себе немного поправить автора объявления: 
во-первых, современные аккумуляторы содержат гель, а не гелий, а потому называются гелевыми (не гелиевыми! ?); 
во-вторых, для управления таким квадрициклом нужна категория «В1» и возраст 18 лет, а вовсе не «М»!"
fb208,2019-05-30 11:32:59,"На автомобилях JLR будет самовключающийся подогрев руля. Теперь у владельцев «Ягуаров» и «Рейнжей» будет подгорать сразу в нескольких местах ?
Подробнее: https://drom.ru/s/fCr"
fb207,2019-05-30 13:33:08,"Друзья, мы тут нашли красивую фотографию, но никак не можем узнать автомобиль. Что это: Honda Legend или Peugeot 607? Ммм… Chevrolet Malibu? В общем, ваши варианты в комментарии! Не забываем правильно называть не только марку, но и модель и номер кузова!"
fb206,2019-05-30 15:18:17,"Что интересного произошло в автомобильном мире сегодня, 30 мая?
? Ferrari SF90 Stradale: полный привод и 1000 «сил»: https://drom.ru/s/kYI
? Granta-автодом: https://drom.ru/s/ogq
? Mazda6-кабриолет: https://drom.ru/s/1N4
? МАЗ-фургончик: https://drom.ru/s/tUs
? Одобрен закон о фотофиксации ТО: https://drom.ru/s/ghA"
fb205,2019-05-30 18:00:29,"«Путешествовать на авто по России — круто», — говорили они... «Федеральные трассы», — говорили они..."
ig424,2019-03-01 14:25:49,"На Камском автозаводе отметили первую годовщину проекта «ZAVODчанки», в рамках которого пресс-служба компании выискивает в подразделениях завода красивых девушек и фотографирует их.
⠀
«Первый выпуск проекта, главными героинями которого стали девушки с производств «КАМАЗа», вышел 14 февраля 2018 года. За это время участие в проекте приняли 44 девушки из 11 заводов и подразделений компании. На создание выпусков затрачено свыше 200 часов рабочего времени. Сделано более 40 тысяч фотоснимков. Отснят видеоматериал продолжительностью в 100 часов», — сообщает пресс-служба автогиганта.
⠀
Утверждается, что проект очень понравился публике, что благотворно сказывается на имидже «КАМАЗа»."
ig423,2019-03-01 19:01:41,"#объявадня
ЗИЛ-41047, 1988 год
15 999 000 ₽
⠀
Ссылку на объявление ищите в Stories."
ig422,2019-03-01 23:03:38,Девушка жалуется спутнику на неполадки в своем автомобиле.
ig421,2019-03-03 19:46:55,"#объявадня
Mercedes-Maybach S450 4MATIC, 2017 год
8 850 000 ₽
⠀
Ссылку на объявление ищите в Stories."
ig420,2019-03-04 00:02:46,"Недавно мы публиковали видео из Сингапура, на котором из-за дорожного конфликта водитель грузовичка толкнул велосипедиста машиной на разделительную полосу. Вот еще одно видео из этой страны: здесь уже другие водитель грузовика и велосипедист не поделили дорогу, но в этот раз получил водитель. Похоже, у них там какая-то война."
ig419,2019-03-04 16:02:31,"#объявадня
Pontiac Firebird, 1997 год
1 000 000 ₽
⠀
Ссылку на объявление ищите в Stories."
ig418,2019-03-05 00:01:22,ЖЕНЯ
ig417,2019-03-05 12:32:07,"Итальянская дизайнерская компания GFG Style разработала и построила к международному автосалону в Женеве необычный суперкар Kangaroo («кенгуру»).
⠀
Облик GFG Kangaroo выполнен по традиционным суперкаровским канонам — низкая крыша, приземистый силуэт, динамичный профиль. Но на самом деле этот автомобиль хорошо подготовлен для езды по бездорожью — у него регулируемая подвеска, которая имеет три режима: Racing (клиренс 140 мм), Road (190 мм) и Off-Road (260 мм).
⠀
Несущая структура и все наружные панели кузова Kangaroo ради снижения веса выполнены из углепластика. В движение автомобиль приводит полностью электрическая силовая установка, которую составляют два двигателя (по одному на ось) совокупной мощностью 360 кВт (483 л.с.) и литий-ионная батарея емкостью 90 кВт*ч. На одном заряде батареи машина может проехать до 450 километров. С нуля до 100 км/ч GFG Kangaroo рагоняется всего за 3,8 секунды, максимальная скорость суперкара ограничена на уровне 250 км/ч. Привод — постоянный полный. Силовая установка разработана в сотрудничестве с китайской инжиниринговой компанией CH Auto.
⠀
Kangaroo — это не просто ходовой, это полностью рабочий прототип. Однако о возможности его тиражирования в производстве пока ничего не сообщается.
⠀
Как вам новинка? Для рыбалки пойдёт?"
ig416,2019-03-05 14:30:32,"#объявадня
Toyota Mark II, 1997 год
1 100 000 ₽
⠀
Ссылку на объявление ищите в Stories."
ig415,2019-03-06 13:37:44,"Французская компания Bugatti представила на Женевском автосалоне суперкар, созданный по мотивам классического купе Type 57 SC Atlantic Жана Бугатти середины 30-х годов прошлого столетия.
⠀
Машина оснащена ультрасовременной оптикой с большим количеством светодиодных элементов, уникальным лобовым стеклом, которое плавно перетекает в боковые, а также шестиствольным выхлопом. Шасси и внешние кузовные панели изготовлены из углепластика.
⠀
Поскольку La Voiture Noire построен в единственном экземпляре, все его элементы были изготовлены вручную. Кстати, французы решили не показывать интерьер автомобиля журналистам и спрятали его от посторонних камер за зеркальной тонировкой.
⠀
Под капотом у La Voiture Noire располагается 8,0-литровый W16 с квартетом турбин, его мощность составляет 1500 л.с.
⠀
La Voiture Noire еще не успели представить публике, как её уже выкупил один из частных коллекционеров. Официально его имя держится в тайне, но, по данным зарубежных коллег, им стал сам экс-руководитель Volkswagen Group Фердинанд Пиех, который, согласно слухам, заплатил за него 11 миллионов евро."
ig414,2019-03-06 22:02:03,"#объявадня
Lexus LX570, 2012 год
4 150 000 ₽
⠀
Ссылку на объявление ищите в Stories."
ig413,2019-03-07 12:55:38,"Одной из самых мощных, дорогих и эксклюзивных премьер Женевского автосалона стал гиперкар Koenigsegg Jesko. Новинка названа в честь отца основателя компании Кристиана фон Кенигсегга, 80-летнего Йеско фон Кенигсегга. Он вместе со своей супругой Бритой присутствовал на церемонии презентации купе в сердце Швейцарии.
⠀
Для создания автомобиля, названного в честь собственного отца, Кристиан фон Кенигсегг использовал самые передовые технологии и наработки.
⠀
Мотор для Jesko был создан на основе прошлых ДВС Koenigsegg, но в нём многое изменилось. 5,0-литровый V8 выдает 1280 л.с. на обычном бензине и 1600 на биотопливе Е85. Максимальная скорость — 482 км/ч.
⠀
Ещё одной интересной технической особенностью Koenigsegg Jesko стала роботизированная коробка передач Light Speed Transmission, разработанная силами самой компании. Она обладает девятью скоростями и якобы способна переключаться между всеми передачами со скоростью, близкой к скорости света.
⠀
Ценник будет стартовать с отметки 3 000 000 долларов без учета налогов. Производство начнется в 2021 году и при планируемом темпе выпуска по 40–50 экземпляров в год продлится несколько лет."
ig412,2019-03-08 02:06:00,"В Харькове, Украина, не поделили дорогу... два трамвая. Да, бывает и такое."
ig411,2019-03-08 10:45:39,"Дорогие дамы! Аминистрация сайта drom.ru поздравляет вас с Международым женским днём! Желаем много любви, счастья, весеннего тепла и удачи на дороге!
⠀
И пусть, если вас и останавливают сотрудники ДПС, то только для того, чтобы признаться в любви.
⠀
С праздником!"
ig410,2019-03-08 17:03:12,"В народе существует такое понятие как ""женский автомобиль"". Кто-то думает, что у такого авто должен быть приятный внешний вид, другие - удобный салон, последние думают, что некоторые компактные модели предназначены только для девушек. А что думаете вы? Какой автомобиль у вас ассоциируется с ""женским""? Пишите в комментариях!"
ig409,2019-03-09 15:04:15,"#объявадня
Mitsubishi Lancer Evolution, 2000 год
3 990 000 ₽
⠀
Ссылку на объявление ищите в Stories."
ig408,2019-03-10 17:14:40,"В московском парке Сокольники открылась выставка ретроавтомобилей — Олдтаймер-галерея Ильи Сорокина.
⠀
В этот, 28-й раз, выставка разместилась в двух павильонах и включила в себя не только экспозицию ретроавтомобилей, но и Фестиваль технических музеев. А в последний день пройдёт автоаукцион.
⠀
Некоторые фотографии с выставки сегодня в нашей подборке."
ig407,2019-03-10 21:41:08,"#объявадня
ЗАЗ Запорожец, 1987 год
1 000 000 ₽
⠀
Ссылку на объявление ищите в Stories."
ig406,2019-03-10 23:48:59,"Пешеход разыграл случайного водителя: во время перехода дороги он изобразил, что перешагивает через какое-то препятствие, чем немало озадачил автомобилиста."
ig405,2019-03-12 00:00:21,В Харькове водитель трамвая нашла действенный метод борьбы с зацеперами.
ig404,2019-03-12 18:31:58,"#объявадня
Nissan 350Z, 2005 год
1 100 000 ₽
⠀
Ссылку на объявление ищите в Stories."
ig403,2019-03-12 23:52:37,Героическая буксировка автомобиля.
ig402,2019-03-13 19:30:28,"#объявадня
BMW M2, 2016 год
2 900 000 ₽
⠀
Ссылку на объявление ищите в Stories."
ig401,2019-03-13 23:31:41,"Камера наружного наблюдения на одной из набережной в Китае запечатлела, как автомобиль удрал от хозяина, чтобы хорошенько помыться."
ig400,2019-03-14 20:01:29,"#объявадня
BMW i8, 2016 год
4 890 000 ₽
⠀
Ссылку на объявление ищите в Stories."
ig399,2019-03-14 23:56:02,"Тот случай, когда ДТП произошло буквально на ровном месте."
ig398,2019-03-15 20:01:43,"#объявадня
Mercedes-Benz W140 S500 Guard, 1997 год
1 100 000 ₽
⠀
Ссылку на объявление ищите в Stories."
ig397,2019-03-17 21:58:13,Функция открытия багажника с ноги в немецкой и советской машинах.
ig396,2019-03-18 13:28:45,"В Москве открылся ещё один автомобильный музей. Называется  он Моторы Октября и расположился на Золоторожской набережной Яузы, неподалеку от шлюза. Несколько фотографий оттуда специально для вас.
⠀
Какой автомобиль понравился больше всего? Пишите цифру в комментариях ?"
ig395,2019-03-19 00:15:23,"Ещё один способ оперирования крышкой багажника ногой. На сей раз — более изящный, но и машина более современная — Веста."
ig394,2019-03-19 16:05:49,"#объявадня
Chrysler New Yorker, 1956 год
2 990 000 ₽
⠀
Ссылку на объявление ищите в Stories."
ig393,2019-03-20 23:01:37,"«После ДТП уехал своим ходом», — довольно распространенная формулировка при описании состояния автомобиля, пострадавшего в аварии. Однако «уехал своим ходом» вовсе не означает его хорошей сохранности."
ig392,2019-03-24 23:04:57,Механик в автомастерской решил разыграть своего коллегу; это первый после многочасового ремонта запуск двигателя.
ig391,2019-03-25 15:01:31,"#объявадня
Toyota Mark II, 1995 год
1 550 550 ₽
⠀
Ссылку на объявление ищите в Stories."
ig390,2019-03-25 23:29:23,"Лыжи, мотор и пропеллер — необычный способ передвижения в зимних условиях Салехарда."
